vl_remun_media_nom,vl_remun_media_sm,vl_remun_dezembro_nom,vl_remun_dezembro_sm,qtd_hora_contr,vl_ultima_remuneracao_ano,vl_salario_contratual
1851.99,1.85,0.0,0.0,44,1400.7,1680.84
2066.6,2.06,769.79,0.77,6,769.79,21.44
1597.92,1.59,0.0,0.0,13,1592.96,23.34
5328.95,5.33,5405.16,5.41,40,5405.16,4126.08
1146.64,1.14,1146.64,1.14,44,1146.64,1042.4
3242.82,3.24,3214.81,3.22,35,3214.81,3091.16
2074.79,2.07,2199.6,2.2,44,2199.6,20.0
0.0,0.0,0.0,0.0,44,12.48,1593.59
1794.14,1.79,0.0,0.0,44,1548.69,14.0
1961.78,1.96,0.0,0.0,44,1872.61,1543.36
1886.96,1.88,1852.66,1.85,44,1852.66,1852.66
1483.08,1.48,0.0,0.0,44,197.74,1140.83
0.0,0.0,0.0,0.0,44,,18.0
6900.22,6.9,6994.09,7.0,40,6994.09,4987.03
1169.99,1.16,1170.0,1.17,44,1170.0,11.7
1169.99,1.16,1170.0,1.17,44,1170.0,11.7
1169.99,1.16,1170.0,1.17,44,1170.0,11.7
3177.0,3.17,2978.7,2.98,44,2978.7,2482.25
1392.11,1.39,0.0,0.0,44,1424.61,1320.82
1239.05,1.24,1239.06,1.24,44,1239.06,1239.06
2068.93,2.06,2105.33,2.1,44,2105.33,2105.33
11949.74,11.96,49683.32,49.78,40,49683.32,12763.01
1800.0,1.8,1800.0,1.8,44,1800.0,18.0
1628.46,1.62,0.0,0.0,44,1911.81,17.29
895.18,0.89,0.0,0.0,44,1192.48,10.0
4213.5,4.21,4260.08,4.26,40,4260.08,2745.24
4213.5,4.21,4260.08,4.26,40,4260.08,2745.24
1748.54,1.74,1704.68,1.7,36,1704.68,1192.88
1015.95,1.01,0.0,0.0,44,1150.14,1150.14
6361.35,6.37,6689.64,6.7,40,6689.64,3466.67
2130.49,2.13,0.0,0.0,44,2138.1,20.62
2173.6,2.17,2145.0,2.14,44,2145.0,21.45
0.0,0.0,0.0,0.0,40,,2140.08
0.0,0.0,0.0,0.0,40,,2140.08
0.0,0.0,0.0,0.0,40,,2140.08
0.0,0.0,0.0,0.0,40,,2140.08
2221.83,2.22,0.0,0.0,44,666.55,1638.7
2324.07,2.32,2376.42,2.38,44,2376.42,1980.35
3099.85,3.1,1806.7,1.81,44,1806.7,9.98
1883.72,1.88,1758.14,1.76,44,1758.14,1758.14
1821.58,1.81,0.0,0.0,44,729.28,1823.19
953.37,0.95,916.64,0.91,30,916.64,948.25
0.0,0.0,0.0,0.0,44,,1144.64
1462.74,1.46,1489.48,1.49,44,1489.48,1489.48
1519.48,1.51,973.85,0.97,12,973.85,16.79
2623.66,2.62,2471.38,2.47,15,1565.21,4.62
2096.31,2.09,2128.65,2.13,29,2128.65,13.77
1519.48,1.51,973.85,0.97,12,973.85,16.79
2623.66,2.62,2471.38,2.47,15,1565.21,4.62
2096.31,2.09,2128.65,2.13,29,2128.65,13.77
3930.3,3.93,3572.19,3.57,44,3572.19,3079.8
2582.88,2.58,0.0,0.0,44,2353.75,2353.75
2353.75,2.35,2353.75,2.35,44,2353.75,2353.75
6618.87,6.62,8949.15,8.96,40,8949.15,6580.61
1296.72,1.29,1298.06,1.3,44,1298.06,1126.59
1296.72,1.29,1298.06,1.3,44,1298.06,1126.59
1564.3,1.56,1593.5,1.59,44,1593.5,1593.5
4754.28,4.76,4834.86,4.84,30,3062.08,4.62
1460.45,1.46,0.0,0.0,44,408.0,15.3
2173.6,2.17,2145.0,2.14,44,2145.0,21.45
1724.12,1.72,1802.91,1.8,44,1802.91,1189.5
1973.03,1.97,0.0,0.0,44,1166.5,1367.95
2150.84,2.15,2326.1,2.33,44,2326.1,1367.95
317.76,0.31,0.0,0.0,0,189.46,4.54
0.0,0.0,0.0,0.0,36,,1221.74
5153.67,5.16,5262.4,5.27,30,5262.4,4.62
1908.0,1.91,1908.0,1.91,44,1908.0,19.08
2058.65,2.05,2218.53,2.22,44,2218.53,18.53
1770.0,1.77,0.0,0.0,44,1770.0,1706.84
1221.51,1.21,1336.07,1.33,44,1336.07,1106.83
1221.51,1.21,1336.07,1.33,44,1336.07,1106.83
1014.92,1.01,1065.69,1.06,44,1065.69,10.28
1785.34,1.78,1964.8,1.96,40,1964.8,1964.8
1785.34,1.78,1964.8,1.96,40,1964.8,1964.8
2479.04,2.47,2514.83,2.51,24,2514.83,2514.83
1155.0,1.15,0.0,0.0,44,462.0,11.55
710.19,0.7,755.1,0.75,24,755.1,646.07
5208.16,5.21,5287.57,5.29,30,3348.8,4.62
5208.16,5.21,5287.57,5.29,30,3348.8,4.62
1902.75,1.9,3363.0,3.36,44,3363.0,17.7
1655.9,1.65,1661.76,1.66,44,1661.76,14.5
4165.82,4.16,4075.45,4.08,44,4075.45,26.14
2806.77,2.8,2812.05,2.81,44,2812.05,2652.99
4605.15,4.61,4834.86,4.84,30,3062.08,4.62
1583.65,1.58,1714.83,1.71,44,1714.83,11.11
1566.89,1.56,607.51,0.6,40,607.51,16.5
2216.06,2.21,0.0,0.0,44,2212.12,2098.52
1595.91,1.59,1443.49,1.44,44,1443.49,1025.87
5057.37,5.06,0.0,0.0,30,717.6,4.62
0.0,0.0,0.0,0.0,40,,1278.87
2175.28,2.17,2450.01,2.45,30,2450.01,1917.4
5057.37,5.06,0.0,0.0,30,717.6,4.62
0.0,0.0,0.0,0.0,40,,1278.87
2175.28,2.17,2450.01,2.45,30,2450.01,1917.4
2136.63,2.13,2175.52,2.17,30,2175.52,13.58
1305.28,1.3,1300.0,1.3,44,1300.0,13.0
1360.3,1.35,1233.6,1.23,44,1233.6,9.98
2233.74,2.23,1402.4,1.4,18,1402.4,18.93
1798.28,1.79,0.0,0.0,44,731.52,41.8
2198.01,2.19,1975.59,1.97,36,1975.59,1905.1
1375.55,1.37,1615.98,1.61,44,1615.98,12.65
1819.16,1.81,1770.0,1.77,44,1770.0,17.7
1819.16,1.81,1770.0,1.77,44,1770.0,17.7
1714.39,1.71,0.0,0.0,44,1671.46,1670.38
1670.37,1.67,1670.38,1.67,44,1670.38,1670.38
1448.38,1.44,1575.39,1.57,44,1575.39,1306.47
2960.74,2.96,0.0,0.0,44,3044.53,2054.19
1571.86,1.57,0.0,0.0,44,1571.86,1569.38
1617.15,1.61,1569.28,1.57,44,1569.28,1513.29
1571.86,1.57,0.0,0.0,44,1571.86,1569.38
1617.15,1.61,1569.28,1.57,44,1569.28,1513.29
1397.99,1.39,1482.22,1.48,44,1482.22,1432.22
2426.43,2.42,0.0,0.0,44,2734.12,2022.28
1267.12,1.26,0.0,0.0,44,1267.12,1267.12
1229.71,1.23,1257.6,1.26,44,1257.6,9.98
4856.95,4.86,5066.21,5.07,36,5066.21,29.43
2089.38,2.09,0.0,0.0,44,2140.35,2140.35
1802.21,1.8,0.0,0.0,44,51.99,1611.6
997.99,0.99,0.0,0.0,30,166.33,9.98
3356.27,3.36,0.0,0.0,30,2125.64,3356.27
1112.5,1.11,0.0,0.0,1,111.25,8.58
1104.33,1.1,0.0,0.0,44,1999.7,1005.73
1138.95,1.13,0.0,0.0,44,1141.14,1077.84
1157.43,1.15,1157.43,1.15,44,1118.85,1077.84
0.0,0.0,0.0,0.0,44,,1583.91
2310.75,2.3,2145.0,2.14,44,2145.0,21.45
1424.81,1.42,0.0,0.0,44,708.6,1062.9
3888.76,3.89,3677.8,3.68,44,3677.8,2829.08
3097.3,3.09,3013.59,3.01,44,3013.59,3013.59
2410.9,2.41,2389.94,2.39,40,2389.94,2389.94
0.0,0.0,0.0,0.0,36,,1059.71
10852.81,10.86,10825.07,10.84,40,10825.07,8512.75
10852.81,10.86,10825.07,10.84,40,10825.07,8512.75
10852.81,10.86,10825.07,10.84,40,10825.07,8512.75
10852.81,10.86,10825.07,10.84,40,10825.07,8512.75
846.14,0.84,0.0,0.0,30,753.46,1018.5
1193.73,1.19,1098.73,1.1,44,1098.73,11.55
3531.38,3.53,3669.74,3.67,44,3669.74,2487.48
1154.0,1.15,1154.0,1.15,44,1154.0,11.54
0.0,0.0,0.0,0.0,44,,11.54
2582.3,2.58,2468.18,2.47,44,2468.18,2484.56
1602.24,1.6,0.0,0.0,44,1594.52,1306.47
0.0,0.0,0.0,0.0,44,,1132.18
0.0,0.0,0.0,0.0,44,,1132.18
2157.42,2.15,2053.99,2.05,44,2053.99,1652.48
1191.02,1.18,1312.32,1.31,44,1312.32,11.7
2394.76,2.39,1283.93,1.28,32,1283.93,13.66
1306.47,1.3,0.0,0.0,44,210.72,1306.47
2105.34,2.1,2048.44,2.05,44,2048.44,2048.44
1303.26,1.29,1341.36,1.34,39,1341.36,1237.5
1303.26,1.29,1341.36,1.34,39,1341.36,1237.5
4754.28,4.76,4834.86,4.84,30,3062.08,4.62
2120.08,2.12,0.0,0.0,40,2120.08,21.0
2231.6,2.23,2120.08,2.12,40,2120.08,21.0
1560.08,1.56,0.0,0.0,40,1560.08,15.4
1306.47,1.3,0.0,0.0,44,1306.47,1259.86
1382.54,1.37,1483.19,1.48,36,1483.19,1306.47
2898.57,2.9,3137.71,3.14,44,3137.71,2341.04
2898.57,2.9,3137.71,3.14,44,3137.71,2341.04
1352.63,1.34,1306.47,1.3,30,1306.47,1259.86
1020.11,1.01,998.0,1.0,36,998.0,9.98
5229.47,5.23,5267.35,5.27,40,5267.35,4051.81
3799.76,3.8,0.0,0.0,40,242.73,2912.66
1112.4,1.11,0.0,0.0,34,1112.4,1112.4
11200.71,11.21,17545.55,17.58,40,17545.55,10339.12
5049.0,5.05,5049.0,5.05,40,5049.0,50.49
9487.85,9.5,9655.56,9.67,40,9655.56,6158.16
1637.74,1.63,0.0,0.0,40,1593.48,1593.48
6504.23,6.51,6709.52,6.72,36,6709.52,5632.74
2631.54,2.63,2992.68,2.99,0,2992.68,2589.83
6504.23,6.51,6709.52,6.72,36,6709.52,5632.74
2631.54,2.63,2992.68,2.99,0,2992.68,2589.83
6504.23,6.51,6709.52,6.72,36,6709.52,5632.74
2631.54,2.63,2992.68,2.99,0,2992.68,2589.83
3980.97,3.98,4124.73,4.13,40,4124.73,3106.88
3980.97,3.98,4124.73,4.13,40,4124.73,3106.88
3980.97,3.98,4124.73,4.13,40,4124.73,3106.88
2298.98,2.29,2326.65,2.33,30,2326.65,2326.65
17703.24,17.73,25883.38,25.93,40,25883.38,17255.59
3705.6,3.71,3705.6,3.71,44,3705.6,2397.74
1727.82,1.72,0.0,0.0,42,1671.32,1519.38
1812.54,1.81,1516.37,1.51,32,1516.37,1345.13
1184.33,1.18,1198.87,1.2,44,1198.87,1198.87
1375.16,1.37,0.0,0.0,44,1340.17,12.57
1577.95,1.58,1577.95,1.58,44,1577.95,1531.99
1946.8,1.95,0.0,0.0,44,1946.8,997.5
1443.7,1.44,0.0,0.0,44,1443.7,9.98
1946.8,1.95,0.0,0.0,44,1946.8,997.5
1443.7,1.44,0.0,0.0,44,1443.7,9.98
1946.8,1.95,0.0,0.0,44,1946.8,997.5
1443.7,1.44,0.0,0.0,44,1443.7,9.98
1484.09,1.48,1531.09,1.53,44,1531.09,1381.44
1484.09,1.48,1531.09,1.53,44,1531.09,1381.44
1484.09,1.48,1531.09,1.53,44,1531.09,1381.44
9392.87,9.4,9425.21,9.44,40,9425.21,9425.21
1142.4,1.14,0.0,0.0,44,1142.4,1142.4
1164.31,1.16,0.0,0.0,36,1098.17,1185.16
2126.47,2.12,2059.97,2.06,36,2059.97,17.51
2792.08,2.79,2765.84,2.77,36,2765.84,2566.27
3477.5,3.47,3291.81,3.29,44,3291.81,3291.81
2295.27,2.29,0.0,0.0,42,2127.95,2156.09
2033.21,2.03,0.0,0.0,44,2425.87,0.0
1783.23,1.78,1745.69,1.74,44,1745.69,1703.11
3275.61,3.27,5032.24,5.04,36,3187.09,3210.43
3275.61,3.27,5032.24,5.04,36,3187.09,3210.43
1742.75,1.73,2303.11,2.3,44,2303.11,1434.37
4159.82,4.16,3538.87,3.54,30,3538.87,3159.03
3893.51,3.89,3140.02,3.14,40,3140.02,2577.63
1390.71,1.38,1372.72,1.37,30,1372.72,1371.54
768.67,0.76,759.1,0.76,24,759.1,758.97
2129.4,2.12,2071.85,2.07,44,2071.85,2071.85
5335.35,5.33,5215.77,5.22,40,5215.77,2912.66
1239.06,1.24,1239.06,1.24,44,1239.06,1194.85
1526.36,1.52,0.0,0.0,44,1526.37,1526.37
0.0,0.0,0.0,0.0,44,,1526.37
1943.92,1.94,0.0,0.0,44,1943.92,1943.92
1526.36,1.52,0.0,0.0,44,1526.37,1526.37
0.0,0.0,0.0,0.0,44,,1526.37
1943.92,1.94,0.0,0.0,44,1943.92,1943.92
4516.83,4.52,3863.4,3.87,42,3863.4,2821.13
3308.88,3.31,3774.93,3.78,44,3774.93,11.7
1287.0,1.28,1170.0,1.17,44,1170.0,11.7
1287.0,1.28,1170.0,1.17,44,1170.0,11.7
7535.62,7.54,7606.59,7.62,40,7606.59,7606.59
1820.68,1.82,0.0,0.0,40,1846.42,7.38
4619.89,4.62,0.0,0.0,44,4619.89,3243.24
4712.94,4.71,4290.0,4.29,44,4290.0,33.0
3330.37,3.33,3362.1,3.36,44,3362.1,26.7
2451.04,2.45,2494.54,2.49,44,2494.54,1117.25
2451.04,2.45,2494.54,2.49,44,2494.54,1117.25
2658.2,2.65,2691.65,2.69,40,2691.65,2691.65
2658.2,2.65,2691.65,2.69,40,2691.65,2691.65
1450.45,1.45,1450.46,1.45,40,1450.46,1450.46
1450.45,1.45,1450.46,1.45,40,1450.46,1450.46
5414.97,5.41,5368.5,5.37,44,5368.5,5293.65
17266.84,17.29,27520.2,27.57,40,27520.2,18346.8
5909.64,5.91,7379.01,7.39,44,7379.01,2908.29
8990.26,9.0,11071.48,11.09,40,11071.48,5767.18
1291.49,1.28,0.0,0.0,36,1216.64,1306.47
1366.71,1.36,0.0,0.0,44,1366.71,1198.87
5946.17,5.95,6099.76,6.11,40,6099.76,4518.35
1024.99,1.02,1025.0,1.02,44,1025.0,11.5
2610.73,2.61,2460.69,2.46,44,2460.69,23.69
422.35,0.42,0.0,0.0,36,84.47,1267.12
0.0,0.0,0.0,0.0,40,,1721.99
1664.56,1.66,0.0,0.0,44,1664.56,1664.56
1548.24,1.54,0.0,0.0,44,1521.53,15.13
1423.34,1.42,1436.95,1.43,36,1436.95,1294.5
1816.0,1.81,1770.0,1.77,44,1770.0,17.7
1396.93,1.39,1195.75,1.19,44,1195.75,1124.45
1396.93,1.39,1195.75,1.19,44,1195.75,1124.45
1396.93,1.39,1195.75,1.19,44,1195.75,1124.45
1201.33,1.2,1201.33,1.2,44,1161.29,12.0
0.0,0.0,0.0,0.0,44,,1077.84
5101.59,5.1,5287.57,5.29,30,3348.8,4.62
1266.89,1.26,1267.12,1.26,36,1267.12,1267.12
2124.19,2.12,2278.78,2.28,30,2278.78,1406.93
2067.18,2.06,1918.67,1.92,44,1918.67,1918.67
1063.33,1.06,696.67,0.69,44,696.67,11.0
1042.31,1.03,1052.69,1.05,30,1052.69,1037.13
4686.78,4.69,0.0,0.0,30,5084.09,4758.08
0.0,0.0,0.0,0.0,1,,28.75
1290.31,1.28,1313.3,1.31,30,1313.3,1313.3
3330.56,3.33,0.0,0.0,44,3852.8,32.96
1154.16,1.15,1253.33,1.25,44,1253.33,11.7
6444.47,6.45,7471.44,7.48,40,7471.44,5539.12
1445.58,1.44,1438.44,1.44,44,1438.44,1438.44
2201.34,2.2,1654.46,1.65,44,1654.46,1654.46
3393.98,3.39,3440.75,3.44,40,3440.75,3440.75
2132.95,2.13,3156.87,3.16,44,3156.87,1147.48
1313.04,1.31,0.0,0.0,44,220.0,11.0
1924.22,1.92,1929.58,1.93,40,1929.58,1929.58
2626.12,2.62,2693.89,2.69,44,2693.89,1857.86
3354.79,3.35,3668.89,3.67,44,3668.89,2923.99
990.22,0.98,0.0,0.0,44,1077.37,1045.99
1110.36,1.1,1610.57,1.61,36,1020.03,10.9
1766.0,1.76,1766.0,1.76,40,1766.0,17.66
